path,kind,before_tendency,after_tendency,tendency_change,before_stability,after_stability,plastic_trace,weakening_trace,emotion_exposure,waking_participation,sleep_participation,formed
plastic:visual>association:0043,plastic,0.017951358920988918,0.01748916964768764,-0.0004621892733012792,0.01,0.00988445268167468,0.0,0.05287083995294461,0.0,0.04449410766125096,0.11049350690585297,False
plastic:visual>association:0044,plastic,0.017102796812565393,0.017102796812565393,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.10441188871475249,False
plastic:visual>association:0045,plastic,0.016700345828568115,0.016700345828568115,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.10758882846923276,False
plastic:visual>association:0046,plastic,0.019371379006195302,0.019371379006195302,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.12940332007530952,False
plastic:visual>association:0047,plastic,0.016945910285687097,0.016945910285687097,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.09789811720608288,False
plastic:visual>association:0048,plastic,0.01719542176261762,0.01719542176261762,0.0,0.01,0.01,0.0,0.01665952576400361,0.0,0.014497756221799392,0.10649320522639352,False
plastic:visual>association:0049,plastic,0.0184229881585993,0.0184229881585993,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.11411022966462361,False
plastic:visual>association:0050,plastic,0.017038890178323933,0.017038890178323933,0.0,0.01,0.01,0.0,0.0002723811205515477,0.0,0.0002430421643048768,0.11169677112499292,False
plastic:visual>association:0051,plastic,0.017331010743257894,0.017331010743257894,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.10048592074437757,False
plastic:visual>association:0052,plastic,0.017441706800735472,0.017441706800735472,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.10275579568427307,False
plastic:visual>association:0053,plastic,0.01662877159594436,0.01662877159594436,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.10071306550120779,False
plastic:visual>association:0054,plastic,0.017405002725029883,0.017405002725029883,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0924300364663447,False
plastic:visual>association:0055,plastic,0.017930729094626504,0.017930729094626504,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.09722390674264436,False
plastic:visual>association:0056,plastic,0.017862279667637076,0.017862279667637076,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.09637588608231812,False
plastic:visual>association:0057,plastic,0.017646334121058125,0.017254991216117746,-0.00039134290494037896,0.01,0.009902164273764906,0.0,0.04475476059224619,0.0,0.03947632926559298,0.10836537301733393,False
plastic:visual>association:0058,plastic,0.017047478425999067,0.017047478425999067,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.10218819904901673,False
plastic:visual>association:0059,plastic,0.01846054951247405,0.01846054951247405,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.10272977779085404,False
plastic:visual>association:0060,plastic,0.01709773405592109,0.017097740256179675,6.200258584332374e-09,0.01,0.010000004340181008,9.825493770519768e-09,0.003977543477110977,4.754788082539232e-10,0.0034788859819471062,0.11165508624023583,False
plastic:visual>association:0061,plastic,0.0174864746248751,0.0174864746248751,0.0,0.01,0.01,0.0,0.004554395346787491,0.0,0.0036706507359871533,0.09934739294781637,False
plastic:visual>association:0062,plastic,0.016940643525104545,0.016940643525104545,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0869285155627759,False
plastic:visual>association:0063,plastic,0.016893141642682668,0.016723270661781687,-0.00016987098090098102,0.01,0.009957532254774755,0.0,0.019416265942459047,0.0,0.015430943328039315,0.10897702337730776,False
plastic:visual>association:0064,plastic,0.019231142396511906,0.019231142396511906,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.1162899165517166,False
plastic:visual>association:0065,plastic,0.017661415354143048,0.016516017591078312,-0.0011453977630647358,0.01,0.009713650559233816,0.0,0.13165807756417197,0.0,0.11018654282497692,0.12758568914423613,False
plastic:visual>association:0066,plastic,0.018095588543195495,0.018095588543195495,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.11050195735302633,False
plastic:visual>association:0067,plastic,0.01820182008314849,0.01820182008314849,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.09966592571436465,False
plastic:visual>association:0068,plastic,0.01695469534381794,0.01695469534381794,0.0,0.01,0.01,0.0,0.036019416410240035,0.0,0.029176920945223412,0.10287088401751351,False
plastic:visual>association:0069,plastic,0.01914401176384549,0.01914401176384549,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.11352242192138282,False
plastic:visual>association:0070,plastic,0.018083186050911828,0.018083186050911828,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.10913631831099883,False
plastic:visual>association:0071,plastic,0.01723958822422794,0.01723958822422794,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0915515954466718,False
plastic:visual>association:0072,plastic,0.017451561346353495,0.017413011924929875,-3.854942142362053e-05,0.01,0.009990362644644094,0.0,0.004405676667187031,0.0,0.0035178404089877655,0.1105165215999419,False
plastic:visual>association:0073,plastic,0.016662538741513418,0.01643209588170324,-0.00023044285981017876,0.01,0.009942389285047456,0.0,0.02634241834799965,0.0,0.02126806130506944,0.09783880556634143,False
plastic:visual>association:0074,plastic,0.018832560529750346,0.018832560529750346,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.09389794877954076,False
plastic:visual>association:0075,plastic,0.01927076482935691,0.01887998300942702,-0.00039078181992988764,0.01,0.009902304545017528,0.0,0.04469050825017974,0.0,0.03836078512199843,0.13001322568457904,False
plastic:visual>association:0076,plastic,0.01694115023817903,0.01694115023817903,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.09427458258019998,False
plastic:visual>association:0077,plastic,0.01839793249805029,0.01800961306635708,-0.0003883194316932105,0.01,0.009902920142076698,0.0,0.04440853356563406,0.0,0.038425143997141045,0.1320082249650947,False
plastic:visual>association:0078,plastic,0.01845118567215949,0.01845118567215949,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.09199643800052057,False
plastic:visual>association:0079,plastic,0.01768073179509886,0.01768073179509886,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.10623607549595998,False
plastic:visual>association:0080,plastic,0.017087814745865473,0.017087814745865473,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0992804638934805,False
plastic:visual>association:0081,plastic,0.01786511277951065,0.01786511277951065,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.1040885317867975,False
plastic:visual>association:0082,plastic,0.01798374223030501,0.017560747424800533,-0.00042299480550447854,0.01,0.00989425129862388,0.0,0.04837997458965991,0.0,0.037463621954660055,0.12112731369944572,False
plastic:visual>association:0083,plastic,0.017574671668517505,0.017176821669759704,-0.0003978499987578009,0.01,0.009900537500310549,0.0,0.04549994398289366,0.0,0.03885684275692228,0.11218770864888186,False
plastic:visual>association:0084,plastic,0.019345394263343297,0.01896647366565751,-0.0003789205976857876,0.01,0.009905269850578553,0.0,0.0433323123488835,0.0,0.03409030447119862,0.11261786023250757,False
plastic:visual>association:0085,plastic,0.01781375551646612,0.01781375551646612,0.0,0.01,0.01,0.0,0.004840627371139624,0.0,0.004105875959122818,0.11779640196293524,False
plastic:visual>association:0086,plastic,0.016645232229703415,0.016645232229703415,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.09977700289750376,False
plastic:visual>association:0087,plastic,0.01733491444590644,0.017312227551063836,-2.2686894842603722e-05,0.01,0.00999432827628935,0.0,0.00259279379208392,0.0,0.00241782572772649,0.10920274038493169,False
plastic:visual>association:0088,plastic,0.018583820533165537,0.018583820533165537,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.1198473056263992,False
plastic:visual>association:0089,plastic,0.0169321327324874,0.0169321327324874,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.10974547127391782,False
plastic:visual>association:0090,plastic,0.017072892144227286,0.02179072964005287,0.0047178374958255845,0.01,0.013302486247077909,0.006671743468488,0.03581247435384058,0.0003393766887857347,0.029726454907639605,0.11110702305237413,False
plastic:visual>association:0091,plastic,0.018401530291420155,0.018401530291420155,0.0,0.01,0.01,0.0,0.043167748491549945,0.0,0.03843265819626769,0.13203403973078093,False
plastic:visual>association:0092,plastic,0.017044763400545115,0.017692349250311486,0.000647585849766371,0.01,0.01045331009483646,0.0009817949821000532,0.021721811963220414,4.9464013445558116e-05,0.01848819009948307,0.11073474776342436,False
plastic:visual>association:0093,plastic,0.016811537561342727,0.016811537561342727,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.09720802631394204,False
plastic:visual>association:0094,plastic,0.018919751128299956,0.018942582162943655,2.2831034643698567e-05,0.01,0.01001598172425059,3.525344570523466e-05,0.0054321177177086245,1.7544722087332202e-06,0.004741768010177184,0.11300560501624912,False
plastic:visual>association:0095,plastic,0.019276711295708716,0.019276711295708716,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.11535357692784141,False
plastic:visual>association:0096,plastic,0.016859439644145394,0.016859439644145394,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.09822912068710092,False
plastic:visual>association:0097,plastic,0.01728261972130269,0.01728261972130269,0.0,0.01,0.01,0.0,0.0029423228736677872,0.0,0.0026392231991000555,0.11696633146480526,False
plastic:visual>association:0098,plastic,0.017969312467104096,0.017969312467104096,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.10316411458226875,False
plastic:visual>association:0099,plastic,0.01786423074791012,0.01784482789925147,-1.9402848658651994e-05,0.01,0.009995149287835337,0.0,0.0022174720526959026,0.0,0.0018823348379259175,0.1169397579805059,False
plastic:visual>association:0100,plastic,0.018144447376664256,0.01791875104163891,-0.0002256963350253452,0.01,0.009943575916243664,0.0,0.02579958956719151,0.0,0.01968100022668002,0.1178790668046107,False
plastic:visual>association:0101,plastic,0.016992608163606145,0.016992608163606145,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.08719516475352275,False
plastic:visual>association:0102,plastic,0.017229069775002596,0.017229069775002596,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.10630169807714186,False
plastic:visual>association:0103,plastic,0.017580251948761817,0.017580251948761817,0.0,0.01,0.01,0.0,0.004154333425600273,0.0,0.0036846059867647846,0.10087530717653385,False
plastic:visual>association:0104,plastic,0.0168236438929422,0.0168236438929422,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.11149411886701795,False
plastic:visual>association:0105,plastic,0.017467597111857372,0.017467597111857372,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.10172579496061712,False
plastic:visual>association:0106,plastic,0.017373997737271017,0.017373997737271017,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.08915221139349697,False
plastic:visual>association:0107,plastic,0.01832670054970287,0.01832670054970287,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.12145521758137198,False
plastic:audio>association:0000,plastic,0.018840967589956285,0.01829127785999771,-0.0005496897299585753,0.01,0.009862577567510356,0.0,0.06290452293416153,0.0,0.05274514877907499,0.10435790853432812,False
plastic:audio>association:0001,plastic,0.018856445471223813,0.018856445471223813,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.11748024017129129,False
plastic:audio>association:0002,plastic,0.0177367522450566,0.017736449650396096,-3.0259466050550077e-07,0.01,0.009999924351334875,0.0,3.458224692864149e-05,0.0,3.031481689528509e-05,0.1121834510093337,False
plastic:audio>association:0003,plastic,0.017355787496660564,0.017355787496660564,0.0,0.01,0.01,0.0,0.035053743165693464,0.0,0.03014800452145747,0.10730077429483044,False
plastic:audio>association:0004,plastic,0.018758611007842003,0.018051532562021202,-0.0007070784458208003,0.01,0.009823230388544801,0.0,0.080985554214405,0.0,0.07186361877447957,0.11544297647207757,False
plastic:audio>association:0005,plastic,0.018931051730119417,0.0189280805094329,-2.9712206865185886e-06,0.01,0.00999925719482837,0.0,0.00033956809151078663,0.0,0.00030757108565377647,0.11310143066446685,False
plastic:audio>association:0006,plastic,0.017001931692845813,0.017001931692845813,0.0,0.01,0.01,0.0,0.04449749695245723,0.0,0.03721507864701204,0.09252223042946357,False
plastic:audio>association:0007,plastic,0.016575118707068827,0.015944851492635106,-0.0006302672144337211,0.01,0.009842433196391569,0.0,0.07215550242063043,0.0,0.06242538529720773,0.10832175941277453,False
plastic:audio>association:0008,plastic,0.01907353271170449,0.01851085751377944,-0.0005626751979250499,0.01,0.009859331200518738,0.0,0.06439459710807278,0.0,0.05339621310944264,0.1056460594526817,False
plastic:audio>association:0009,plastic,0.018357563585913745,0.018357563585913745,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.11437208472424416,False
plastic:audio>association:0010,plastic,0.017021191358299607,0.017021191358299607,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0987495987897489,False
plastic:audio>association:0011,plastic,0.018940848723118665,0.018182672343443267,-0.0007581763796753981,0.01,0.00981045590508115,0.0,0.08686656420606785,0.0,0.07133522240733951,0.1237822844420668,False
plastic:audio>association:0012,plastic,0.01680139377050465,0.01680139377050465,0.0,0.01,0.01,0.0,0.0003242813828845474,0.0,0.0002729707253543127,0.10037802968853606,False
plastic:audio>association:0013,plastic,0.01823269074039689,0.01823269074039689,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.10609989400404235,False
plastic:audio>association:0014,plastic,0.018685888326184313,0.018682989052907353,-2.89927327696074e-06,0.01,0.009999275181680761,0.0,0.00033134552949297023,0.0,0.0003035879379984919,0.11163672959413419,False
plastic:audio>association:0015,plastic,0.01706843784961201,0.01706843784961201,0.0,0.01,0.01,0.0,0.00028012784753590075,0.0,0.0002542939458109371,0.08577199455925698,False
plastic:audio>association:0016,plastic,0.019418503437021038,0.019418503437021038,0.0,0.01,0.01,0.0,0.06434151819628639,0.0,0.054361956091822476,0.10755681181864822,False
plastic:audio>association:0017,plastic,0.017696244433794958,0.017696244433794958,0.0,0.01,0.01,0.0,0.0767157106550648,0.0,0.06664778072582352,0.11564854321373194,False
plastic:audio>association:0018,plastic,0.01829439198744095,0.01812779969474166,-0.00016659229269928855,0.01,0.009958351926825178,0.0,0.019041420150549514,0.0,0.015678297444886663,0.11988482279487155,False
plastic:audio>association:0019,plastic,0.016844097922131446,0.016844097922131446,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.09801937791728006,False
plastic:audio>association:0020,plastic,0.018058433399522924,0.018058433399522924,0.0,0.01,0.01,0.0,0.024152633018584637,0.0,0.019584504488282806,0.10975163894225083,False
plastic:audio>association:0021,plastic,0.019321084221365647,0.019320757831387557,-3.263899780898971e-07,0.01,0.009999918402505479,0.0,3.730171179890288e-05,0.0,3.302268207260579e-05,0.12220421615230544,False
plastic:audio>association:0022,plastic,0.01717195628545349,0.01717195628545349,0.0,0.01,0.01,0.0,0.07871320879200588,0.0,0.06467320122232843,0.11222221392636503,False
plastic:audio>association:0023,plastic,0.01934855146373991,0.019345441669120823,-3.1097946190869474e-06,0.01,0.009999222551345228,0.0,0.00035540511428821815,0.0,0.00031435416607426413,0.11559573567444079,False
plastic:audio>association:0024,plastic,0.019054449827232735,0.019054449827232735,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.11054568602104034,False
plastic:audio>association:0025,plastic,0.01773955594354649,0.017544751720092993,-0.00019480422345349857,0.01,0.009951298944136626,0.0,0.022267019239102633,0.0,0.019238679530512802,0.10781363454060262,False
plastic:audio>association:0026,plastic,0.01770324146679976,0.01770324146679976,0.0,0.01,0.01,0.0,0.07725910931544092,0.0,0.0666741330246505,0.11569427024224646,False
plastic:audio>association:0027,plastic,0.018218252479386455,0.017882508327599515,-0.0003357441517869396,0.01,0.009916063962053264,0.0,0.03838960814207827,0.0,0.03164615597115814,0.1126328953793084,False
plastic:audio>association:0028,plastic,0.018310342835667612,0.018310342835667612,0.0,0.01,0.01,0.0,0.060615874602071504,0.0,0.051259668722003215,0.10141884028798034,False
plastic:audio>association:0029,plastic,0.016822479194592396,0.016822479194592396,0.0,0.01,0.01,0.0,0.04298470473609919,0.0,0.036822279819410914,0.09154567401843353,False
plastic:audio>association:0030,plastic,0.017455965286719343,0.017455673574221942,-2.9171249740084226e-07,0.01,0.00999992707187565,0.0,3.3338571143946575e-05,0.0,2.98349091246305e-05,0.110407497353925,False
plastic:audio>association:0031,plastic,0.018448841110344873,0.017685607657412557,-0.0007632334529323152,0.01,0.009809191636766922,0.0,0.08744891697012253,0.0,0.07067690053546723,0.1135366114979561,False
plastic:audio>association:0032,plastic,0.018841432991131703,0.018841432991131703,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.11738670877008013,False
plastic:audio>association:0033,plastic,0.018158970440295477,0.018158970440295477,0.0,0.01,0.01,0.0,3.4375972495223634e-05,0.0,3.1036452237634296e-05,0.11485394522193855,False
plastic:audio>association:0034,plastic,0.016849864941849976,0.016533980954693377,-0.00031588398715659896,0.01,0.009921029003210851,0.0,0.03611672267781958,0.0,0.029269187845874664,0.10417294838230173,False
plastic:audio>association:0035,plastic,0.0186139045348461,0.018608540726153443,-5.3638086926557915e-06,0.01,0.009998659047826836,0.0,0.0006130067845166286,0.0,0.0005333132004399559,0.11348848580862074,False
plastic:audio>association:0036,plastic,0.017454380247038725,0.016940300367175625,-0.0005140798798630997,0.01,0.009871480030034225,0.0,0.05881972657586251,0.0,0.04886340781496677,0.09667776395490718,False
plastic:audio>association:0037,plastic,0.017602045256942027,0.017602045256942027,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.10966502183283852,False
plastic:audio>association:0038,plastic,0.018122101209802295,0.018122101209802295,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.10545635007291844,False
plastic:audio>association:0039,plastic,0.0167883319206772,0.0167883319206772,0.0,0.01,0.01,0.0,0.020214466991998598,0.0,0.018207070047392387,0.10203249100497874,False
plastic:audio>association:0040,plastic,0.017321803204458298,0.017320976085970417,-8.271184878810844e-07,0.01,0.00999979322037803,0.0,9.452782746795986e-05,0.0,8.673894855507635e-05,0.10541717861275969,False
plastic:audio>association:0041,plastic,0.018017202275880786,0.017705815500582586,-0.00031138677529820094,0.01,0.00992215330617545,0.0,0.03560209440483286,0.0,0.031296920164629906,0.11138991850416279,False
plastic:audio>association:0042,plastic,0.017331435412292314,0.01732638654558844,-5.048866703872418e-06,0.01,0.009998737783324033,0.0,0.000577013401623085,0.0,0.000496568748950255,0.10566930533831838,False
plastic:audio>association:0043,plastic,0.016905639607721925,0.016252509223502215,-0.0006531303842197099,0.01,0.009836717403945074,0.0,0.07478256682099806,0.0,0.06367019656744322,0.11048178047290533,False
plastic:audio>association:0044,plastic,0.01695039812841309,0.01694956486952107,-8.332588920210993e-07,0.01,0.009999791685276994,0.0,9.522958794759918e-05,0.0,8.487913722920428e-05,0.1031568784132362,False
plastic:audio>association:0045,plastic,0.018361666626299348,0.018361666626299348,0.0,0.01,0.01,0.0,0.0003452207478312271,0.0,0.0002983203373576106,0.10969970366275848,False
plastic:audio>association:0046,plastic,0.01865363578485511,0.01865363578485511,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.1085494624870742,False
plastic:audio>association:0047,plastic,0.01879553573695128,0.01879553573695128,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.10937520840088094,False
plastic:audio>association:0048,plastic,0.017908055550200745,0.017904240552033893,-3.814998166852546e-06,0.01,0.009999046250458287,0.0,0.00043599981812467387,0.0,0.0003833581468758909,0.09296894683590877,False
plastic:audio>association:0049,plastic,0.01738288784035148,0.01718875430302964,-0.0001941335373218389,0.01,0.00995146661566954,0.0,0.02219033151544684,0.0,0.018851870336530647,0.10564595432061684,False
plastic:audio>association:0050,plastic,0.016864922307579806,0.016862165266677453,-2.757040902353486e-06,0.01,0.009999310739774411,0.0,0.0003150903992681156,0.0,0.0002740028677517217,0.10075757375896874,False
plastic:audio>association:0051,plastic,0.01806637402302931,0.018061060457108768,-5.313565920542912e-06,0.01,0.009998671608519864,0.0,0.0006072647512805774,0.0,0.000517625720736335,0.11015020669561783,False
plastic:audio>association:0052,plastic,0.018970018487746553,0.01896722879043115,-2.789697315402906e-06,0.01,0.00999930257567115,0.0,0.00031882256113437645,0.0,0.00028262462539682,0.0953277820065406,False
plastic:audio>association:0053,plastic,0.017801782386377942,0.017801782386377942,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.11090943271468083,False
plastic:association>association:0000,plastic,0.02044140785761888,0.02044140785761888,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0001,plastic,0.020605328402742075,0.020605328402742075,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.004938426897469081,False
plastic:association>association:0002,plastic,0.019985760568900234,0.019985760568900234,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.009850535901687649,False
plastic:association>association:0003,plastic,0.02106078956787825,0.02106078956787825,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0004,plastic,0.02068951152315427,0.02068951152315427,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.002323569790373241,False
plastic:association>association:0005,plastic,0.019523174610819056,0.019523174610819056,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0038698533187850703,False
plastic:association>association:0006,plastic,0.01929171856881527,0.01929171856881527,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.022559196233239685,False
plastic:association>association:0007,plastic,0.020177249402550994,0.020177249402550994,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.004835830287142599,False
plastic:association>association:0008,plastic,0.02070730671040755,0.02070730671040755,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0009,plastic,0.019934241605027096,0.019934241605027096,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.009825143352752598,False
plastic:association>association:0010,plastic,0.020680718471070204,0.020680718471070204,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0011,plastic,0.018870405104460312,0.018870405104460312,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0012,plastic,0.020197619707809696,0.020197619707809696,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0013,plastic,0.019430534389189673,0.019430534389189673,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0014,plastic,0.02033284689131996,0.02033284689131996,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0015,plastic,0.018848773039379933,0.018848773039379933,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0016,plastic,0.018668317056067245,0.018668317056067245,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0017,plastic,0.020544332024115458,0.020544332024115458,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0018,plastic,0.018593451125675134,0.018593451125675134,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0019,plastic,0.01878497121493501,0.01878497121493501,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0020,plastic,0.01941243665762555,0.01941243665762555,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.062070612685868075,False
plastic:association>association:0021,plastic,0.02107716987027551,0.02107716987027551,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0022,plastic,0.018569384332000487,0.018569384332000487,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.003680794492570119,False
plastic:association>association:0023,plastic,0.01992493280219599,0.01992493280219599,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0024,plastic,0.020303852138190134,0.020303852138190134,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0025,plastic,0.02012470629435442,0.02012470629435442,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0022601384055570516,False
plastic:association>association:0026,plastic,0.020141370886586005,0.020141370886586005,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.009927232758720045,False
plastic:association>association:0027,plastic,0.021493085717022322,0.021493085717022322,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0028,plastic,0.020051841380803355,0.020051841380803355,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0029,plastic,0.01926511152701738,0.01926511152701738,0.0,0.01,0.01,0.0,0.0001585848867889884,0.0,0.0001222173065722608,0.037428756233088514,False
plastic:association>association:0030,plastic,0.021292784366129767,0.021292784366129767,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.06808296118120637,False
plastic:association>association:0031,plastic,0.020524374708426302,0.020524374708426302,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0032,plastic,0.018636918841740405,0.018636918841740405,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0036941810780952377,False
plastic:association>association:0033,plastic,0.019883870146339386,0.019882573323870553,-1.296822468833947e-06,0.01,0.009999675794382792,0.0,0.00014820828323761716,0.0,0.0001261426932364312,0.03863089645933364,False
plastic:association>association:0034,plastic,0.021350940785106305,0.021350940785106305,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.024967193110213056,False
plastic:association>association:0035,plastic,0.019784856592344115,0.019784856592344115,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0036,plastic,0.02111349306586764,0.02111349306586764,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.03442383887192411,False
plastic:association>association:0037,plastic,0.01960048667715706,0.01960048667715706,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.031957004607471515,False
plastic:association>association:0038,plastic,0.02129488977020606,0.02129488977020606,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0039,plastic,0.01942450789086056,0.01942450789086056,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.06210921004775448,False
plastic:association>association:0040,plastic,0.019017470859809617,0.019017470859809617,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.009373287487260323,False
plastic:association>association:0041,plastic,0.020679737702436887,0.020679737702436887,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.03206552861467502,False
plastic:association>association:0042,plastic,0.020721182995301568,0.020721182995301568,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0043,plastic,0.021184235058655777,0.0211828148062605,-1.4202523952767943e-06,0.01,0.00999964493690118,0.0,0.00016231456088571213,0.0,0.0001343921703765715,0.04115727899539608,False
plastic:association>association:0044,plastic,0.019610264069342374,0.019610264069342374,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.030407227243638223,False
plastic:association>association:0045,plastic,0.021329015981580355,0.021329015981580355,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0046,plastic,0.02123843822714493,0.02123843822714493,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.032931836878340705,False
plastic:association>association:0047,plastic,0.01946192246336167,0.01946192246336167,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0048,plastic,0.019173391266524863,0.019173391266524863,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0049,plastic,0.0199206110569201,0.0199206110569201,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.009818425159415653,False
plastic:association>association:0050,plastic,0.01969621392690355,0.01969621392690355,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.03211308012802347,False
plastic:association>association:0051,plastic,0.018946511397353233,0.018946511397353233,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0052,plastic,0.021389627508242703,0.021389627508242703,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
plastic:association>association:0053,plastic,0.02023788244076404,0.02023788244076404,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,False
